midi_filename,dataset_name,file_path_x,total_processing_time,timestamp_x,pychord_atc_score,pychord_processing_time,pychord_accd_score,pychord_rccd_score,pychord_acc_score,chordino_atc_score,chordino_processing_time,chordino_accd_score,chordino_rccd_score,chordino_acc_score,atc_score_difference,rccd_score_difference,file_path_y,processing_time,timestamp_y,tonal_certainty_piece,pitch_class_entropy_piece,melodic_interval_entropy_piece,ioi_entropy_piece,max_polyphony,avg_polyphony,std_polyphony,polyphony_density,atc_score,atc_processing_time,atc_error,seg_max_poly,seg_avg_poly,seg_poly_density,seg_poly_std,seg_mean_max_polyphony_measures,seg_std_max_polyphony_measures,seg_mean_avg_polyphony_measures,seg_std_avg_polyphony_measures,seg_mean_polyphony_density_measures,seg_std_polyphony_density_measures,model_name,duration_seconds,reference_midi_instruments,transcription_midi_instruments,precision,recall,f_measure,average_overlap_ratio,precision_no_offset,recall_no_offset,f_measure_no_offset,average_overlap_ratio_no_offset,onset_precision,onset_recall,onset_f_measure,offset_precision,offset_recall,offset_f_measure,runtime
535.mid,pop909,/depot/yunglu/data/transcription/POP909/535/535.mid,14.849180221557615,2025-09-22 14:39:31.394526,0.0,1.2501325607299805,0.0,0.0,0.0,0.9150327,13.59773087501526,7.0,0.9150327,-1.0,0.9150327,0.9150327,/depot/yunglu/data/transcription/POP909/535/535.mid,601.3993670940399,2025-08-05 02:51:53.900269,0.9514849226274072,2.7353655652688853,3.624628682996088,1.5222479132874362,9.0,3.680891207400308,1.690975923084865,0.8920413546731017,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/535/535.mid']' returned non-zero exit status 1.",9,3.680891207400308,0.8920413546731017,1.690975923084865,7.875,0.927024810886958,3.569832839203386,0.3804375389758644,0.882788787509543,0.0384107730895271,Basic_Pitch,341.140317,3,1,0.12079,0.142857,0.1309,0.879176,0.72319,0.855311,0.783721,0.559492,0.759969,0.89881,0.823579,0.444832,0.526099,0.482064,52.162072
535.mid,pop909,/depot/yunglu/data/transcription/POP909/535/535.mid,14.849180221557615,2025-09-22 14:39:31.394526,0.0,1.2501325607299805,0.0,0.0,0.0,0.9150327,13.59773087501526,7.0,0.9150327,-1.0,0.9150327,0.9150327,/depot/yunglu/data/transcription/POP909/535/535.mid,601.3993670940399,2025-08-05 02:51:53.900269,0.9514849226274072,2.7353655652688853,3.624628682996088,1.5222479132874362,9.0,3.680891207400308,1.690975923084865,0.8920413546731017,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/535/535.mid']' returned non-zero exit status 1.",9,3.680891207400308,0.8920413546731017,1.690975923084865,7.875,0.927024810886958,3.569832839203386,0.3804375389758644,0.882788787509543,0.0384107730895271,Bytedance_Piano_transcription,341.140317,3,1,0.187441,0.180403,0.183854,0.921645,0.985728,0.948718,0.966869,0.585901,0.986679,0.949634,0.967802,0.446242,0.429487,0.437704,67.417766
535.mid,pop909,/depot/yunglu/data/transcription/POP909/535/535.mid,14.849180221557615,2025-09-22 14:39:31.394526,0.0,1.2501325607299805,0.0,0.0,0.0,0.9150327,13.59773087501526,7.0,0.9150327,-1.0,0.9150327,0.9150327,/depot/yunglu/data/transcription/POP909/535/535.mid,601.3993670940399,2025-08-05 02:51:53.900269,0.9514849226274072,2.7353655652688853,3.624628682996088,1.5222479132874362,9.0,3.680891207400308,1.690975923084865,0.8920413546731017,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/535/535.mid']' returned non-zero exit status 1.",9,3.680891207400308,0.8920413546731017,1.690975923084865,7.875,0.927024810886958,3.569832839203386,0.3804375389758644,0.882788787509543,0.0384107730895271,CREPE_Pitch_Tracker,341.140317,3,1,0.001542,0.005037,0.002362,0.430858,0.027902,0.091117,0.042722,0.114939,0.126753,0.413919,0.194075,0.129978,0.424451,0.199012,16.806751
535.mid,pop909,/depot/yunglu/data/transcription/POP909/535/535.mid,14.849180221557615,2025-09-22 14:39:31.394526,0.0,1.2501325607299805,0.0,0.0,0.0,0.9150327,13.59773087501526,7.0,0.9150327,-1.0,0.9150327,0.9150327,/depot/yunglu/data/transcription/POP909/535/535.mid,601.3993670940399,2025-08-05 02:51:53.900269,0.9514849226274072,2.7353655652688853,3.624628682996088,1.5222479132874362,9.0,3.680891207400308,1.690975923084865,0.8920413546731017,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/535/535.mid']' returned non-zero exit status 1.",9,3.680891207400308,0.8920413546731017,1.690975923084865,7.875,0.927024810886958,3.569832839203386,0.3804375389758644,0.882788787509543,0.0384107730895271,Jointist,341.140317,3,2,0.089855,0.113553,0.100324,0.892436,0.705435,0.891484,0.787621,0.350559,0.743116,0.939103,0.829693,0.253261,0.320055,0.282767,12.086789
535.mid,pop909,/depot/yunglu/data/transcription/POP909/535/535.mid,14.849180221557615,2025-09-22 14:39:31.394526,0.0,1.2501325607299805,0.0,0.0,0.0,0.9150327,13.59773087501526,7.0,0.9150327,-1.0,0.9150327,0.9150327,/depot/yunglu/data/transcription/POP909/535/535.mid,601.3993670940399,2025-08-05 02:51:53.900269,0.9514849226274072,2.7353655652688853,3.624628682996088,1.5222479132874362,9.0,3.680891207400308,1.690975923084865,0.8920413546731017,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/535/535.mid']' returned non-zero exit status 1.",9,3.680891207400308,0.8920413546731017,1.690975923084865,7.875,0.927024810886958,3.569832839203386,0.3804375389758644,0.882788787509543,0.0384107730895271,MT3,341.140317,3,3,0.193307,0.177198,0.184902,0.913364,0.991508,0.908883,0.948399,0.579708,0.994505,0.91163,0.951266,0.487512,0.446886,0.466316,32.738484
535.mid,pop909,/depot/yunglu/data/transcription/POP909/535/535.mid,14.849180221557615,2025-09-22 14:39:31.394526,0.0,1.2501325607299805,0.0,0.0,0.0,0.9150327,13.59773087501526,7.0,0.9150327,-1.0,0.9150327,0.9150327,/depot/yunglu/data/transcription/POP909/535/535.mid,601.3993670940399,2025-08-05 02:51:53.900269,0.9514849226274072,2.7353655652688853,3.624628682996088,1.5222479132874362,9.0,3.680891207400308,1.690975923084865,0.8920413546731017,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/535/535.mid']' returned non-zero exit status 1.",9,3.680891207400308,0.8920413546731017,1.690975923084865,7.875,0.927024810886958,3.569832839203386,0.3804375389758644,0.882788787509543,0.0384107730895271,Madmom,341.140317,3,1,0.246583,0.214744,0.229564,0.875887,0.955836,0.832418,0.889868,0.602636,0.979495,0.853022,0.911894,0.523134,0.455586,0.487029,133.602362
535.mid,pop909,/depot/yunglu/data/transcription/POP909/535/535.mid,14.849180221557615,2025-09-22 14:39:31.394526,0.0,1.2501325607299805,0.0,0.0,0.0,0.9150327,13.59773087501526,7.0,0.9150327,-1.0,0.9150327,0.9150327,/depot/yunglu/data/transcription/POP909/535/535.mid,601.3993670940399,2025-08-05 02:51:53.900269,0.9514849226274072,2.7353655652688853,3.624628682996088,1.5222479132874362,9.0,3.680891207400308,1.690975923084865,0.8920413546731017,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/535/535.mid']' returned non-zero exit status 1.",9,3.680891207400308,0.8920413546731017,1.690975923084865,7.875,0.927024810886958,3.569832839203386,0.3804375389758644,0.882788787509543,0.0384107730895271,Omnizart,341.140317,3,1,0.121636,0.10348,0.111826,0.858368,0.53014,0.451007,0.487382,0.575695,0.540904,0.460165,0.497279,0.60549,0.51511,0.556655,40.89992
535.mid,pop909,/depot/yunglu/data/transcription/POP909/535/535.mid,14.849180221557615,2025-09-22 14:39:31.394526,0.0,1.2501325607299805,0.0,0.0,0.0,0.9150327,13.59773087501526,7.0,0.9150327,-1.0,0.9150327,0.9150327,/depot/yunglu/data/transcription/POP909/535/535.mid,601.3993670940399,2025-08-05 02:51:53.900269,0.9514849226274072,2.7353655652688853,3.624628682996088,1.5222479132874362,9.0,3.680891207400308,1.690975923084865,0.8920413546731017,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/535/535.mid']' returned non-zero exit status 1.",9,3.680891207400308,0.8920413546731017,1.690975923084865,7.875,0.927024810886958,3.569832839203386,0.3804375389758644,0.882788787509543,0.0384107730895271,ReconVAT,341.140317,3,1,0.120571,0.112179,0.116224,0.80235,0.603346,0.561355,0.581594,0.45151,0.693406,0.645147,0.668406,0.607283,0.565018,0.585389,8.259197912
535.mid,pop909,/depot/yunglu/data/transcription/POP909/535/535.mid,14.849180221557615,2025-09-22 14:39:31.394526,0.0,1.2501325607299805,0.0,0.0,0.0,0.9150327,13.59773087501526,7.0,0.9150327,-1.0,0.9150327,0.9150327,/depot/yunglu/data/transcription/POP909/535/535.mid,601.3993670940399,2025-08-05 02:51:53.900269,0.9514849226274072,2.7353655652688853,3.624628682996088,1.5222479132874362,9.0,3.680891207400308,1.690975923084865,0.8920413546731017,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/535/535.mid']' returned non-zero exit status 1.",9,3.680891207400308,0.8920413546731017,1.690975923084865,7.875,0.927024810886958,3.569832839203386,0.3804375389758644,0.882788787509543,0.0384107730895271,Transkun,341.140317,3,1,0.443187,0.430403,0.436702,0.913092,0.993399,0.964744,0.978862,0.694669,0.995757,0.967033,0.981185,0.630363,0.612179,0.621138,81.880005
164.mid,pop909,/depot/yunglu/data/transcription/POP909/164/164.mid,9.191015720367432,2025-09-22 14:39:31.506690,1.9743589,1.4905898571014404,7.0,1.9743589,-1.0,1.467742,7.699219703674316,7.0,1.467742,-1.0,0.5066168999999998,0.5066168999999998,/depot/yunglu/data/transcription/POP909/164/164.mid,61.04609966278076,2025-08-05 02:43:27.287758,1.1663190890423532,2.5519891110574906,3.6255142375121023,1.4460068832474644,7.0,2.9403433526965084,1.0585547800536883,0.9213375908753494,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/164/164.mid']' returned non-zero exit status 1.",7,2.9403433526965084,0.9213375908753494,1.0585547800536883,5.5,0.8660254037844386,2.895413833328546,0.3768385007103008,0.8858875703394891,0.0852187581928524,Basic_Pitch,181.664218,3,1,0.250438,0.296989,0.271734,0.902522,0.716287,0.849429,0.777197,0.680016,0.761821,0.903427,0.826603,0.584939,0.693666,0.634679,50.389929
164.mid,pop909,/depot/yunglu/data/transcription/POP909/164/164.mid,9.191015720367432,2025-09-22 14:39:31.506690,1.9743589,1.4905898571014404,7.0,1.9743589,-1.0,1.467742,7.699219703674316,7.0,1.467742,-1.0,0.5066168999999998,0.5066168999999998,/depot/yunglu/data/transcription/POP909/164/164.mid,61.04609966278076,2025-08-05 02:43:27.287758,1.1663190890423532,2.5519891110574906,3.6255142375121023,1.4460068832474644,7.0,2.9403433526965084,1.0585547800536883,0.9213375908753494,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/164/164.mid']' returned non-zero exit status 1.",7,2.9403433526965084,0.9213375908753494,1.0585547800536883,5.5,0.8660254037844386,2.895413833328546,0.3768385007103008,0.8858875703394891,0.0852187581928524,Bytedance_Piano_transcription,181.664218,3,1,0.43785,0.406023,0.421336,0.936464,0.961926,0.892004,0.925647,0.709435,0.975364,0.904465,0.938578,0.692049,0.641745,0.665948,47.055218
164.mid,pop909,/depot/yunglu/data/transcription/POP909/164/164.mid,9.191015720367432,2025-09-22 14:39:31.506690,1.9743589,1.4905898571014404,7.0,1.9743589,-1.0,1.467742,7.699219703674316,7.0,1.467742,-1.0,0.5066168999999998,0.5066168999999998,/depot/yunglu/data/transcription/POP909/164/164.mid,61.04609966278076,2025-08-05 02:43:27.287758,1.1663190890423532,2.5519891110574906,3.6255142375121023,1.4460068832474644,7.0,2.9403433526965084,1.0585547800536883,0.9213375908753494,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/164/164.mid']' returned non-zero exit status 1.",7,2.9403433526965084,0.9213375908753494,1.0585547800536883,5.5,0.8660254037844386,2.895413833328546,0.3768385007103008,0.8858875703394891,0.0852187581928524,CREPE_Pitch_Tracker,181.664218,3,1,0.000684,0.005192,0.001209,0.422879,0.022298,0.169263,0.039405,0.097478,0.09015,0.68432,0.159313,0.092066,0.698858,0.162698,14.2103
164.mid,pop909,/depot/yunglu/data/transcription/POP909/164/164.mid,9.191015720367432,2025-09-22 14:39:31.506690,1.9743589,1.4905898571014404,7.0,1.9743589,-1.0,1.467742,7.699219703674316,7.0,1.467742,-1.0,0.5066168999999998,0.5066168999999998,/depot/yunglu/data/transcription/POP909/164/164.mid,61.04609966278076,2025-08-05 02:43:27.287758,1.1663190890423532,2.5519891110574906,3.6255142375121023,1.4460068832474644,7.0,2.9403433526965084,1.0585547800536883,0.9213375908753494,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/164/164.mid']' returned non-zero exit status 1.",7,2.9403433526965084,0.9213375908753494,1.0585547800536883,5.5,0.8660254037844386,2.895413833328546,0.3768385007103008,0.8858875703394891,0.0852187581928524,Jointist,181.664218,3,1,0.189526,0.15784,0.172238,0.881155,0.975062,0.812046,0.886119,0.460204,0.983791,0.819315,0.894051,0.385287,0.320872,0.350142,9.242752
164.mid,pop909,/depot/yunglu/data/transcription/POP909/164/164.mid,9.191015720367432,2025-09-22 14:39:31.506690,1.9743589,1.4905898571014404,7.0,1.9743589,-1.0,1.467742,7.699219703674316,7.0,1.467742,-1.0,0.5066168999999998,0.5066168999999998,/depot/yunglu/data/transcription/POP909/164/164.mid,61.04609966278076,2025-08-05 02:43:27.287758,1.1663190890423532,2.5519891110574906,3.6255142375121023,1.4460068832474644,7.0,2.9403433526965084,1.0585547800536883,0.9213375908753494,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/164/164.mid']' returned non-zero exit status 1.",7,2.9403433526965084,0.9213375908753494,1.0585547800536883,5.5,0.8660254037844386,2.895413833328546,0.3768385007103008,0.8858875703394891,0.0852187581928524,MT3,181.664218,3,2,0.42654,0.373832,0.39845,0.924219,0.978673,0.857736,0.914222,0.706766,0.986967,0.865005,0.92197,0.654028,0.573209,0.610957,24.609933
164.mid,pop909,/depot/yunglu/data/transcription/POP909/164/164.mid,9.191015720367432,2025-09-22 14:39:31.506690,1.9743589,1.4905898571014404,7.0,1.9743589,-1.0,1.467742,7.699219703674316,7.0,1.467742,-1.0,0.5066168999999998,0.5066168999999998,/depot/yunglu/data/transcription/POP909/164/164.mid,61.04609966278076,2025-08-05 02:43:27.287758,1.1663190890423532,2.5519891110574906,3.6255142375121023,1.4460068832474644,7.0,2.9403433526965084,1.0585547800536883,0.9213375908753494,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/164/164.mid']' returned non-zero exit status 1.",7,2.9403433526965084,0.9213375908753494,1.0585547800536883,5.5,0.8660254037844386,2.895413833328546,0.3768385007103008,0.8858875703394891,0.0852187581928524,Madmom,181.664218,3,1,0.466175,0.393562,0.426802,0.901699,0.936039,0.790239,0.856982,0.704904,0.97048,0.819315,0.888514,0.745387,0.629283,0.682432,57.276818
164.mid,pop909,/depot/yunglu/data/transcription/POP909/164/164.mid,9.191015720367432,2025-09-22 14:39:31.506690,1.9743589,1.4905898571014404,7.0,1.9743589,-1.0,1.467742,7.699219703674316,7.0,1.467742,-1.0,0.5066168999999998,0.5066168999999998,/depot/yunglu/data/transcription/POP909/164/164.mid,61.04609966278076,2025-08-05 02:43:27.287758,1.1663190890423532,2.5519891110574906,3.6255142375121023,1.4460068832474644,7.0,2.9403433526965084,1.0585547800536883,0.9213375908753494,0,0,"ATC tool execution failed: Command '['/usr/bin/python3', 'get_atc_score.py', '/depot/yunglu/data/transcription/POP909/164/164.mid']' returned non-zero exit status 1.",7,2.9403433526965084,0.9213375908753494,1.0585547800536883,5.5,0.8660254037844386,2.895413833328546,0.3768385007103008,0.8858875703394891,0.0852187581928524,Omnizart,181.664218,3,1,0.278873,0.205607,0.236701,0.87998,0.925352,0.682243,0.785415,0.630713,0.930986,0.686397,0.790197,0.671831,0.495327,0.570233,29.354809
