property,failed_mean,failed_std,successful_mean,successful_std,difference,t_statistic,p_value,significant
duration_seconds,181.00944787752897,74.80032096332062,213.4386153625845,91.47758035967895,-32.42916748505553,-24.779241139885922,1.6229394390426955e-133,True
max_polyphony,2.106872586872587,2.256355598856259,8.342073628850489,5.451895099404196,-6.235201041977902,-88.4176385772978,0.0,True
avg_polyphony,1.3153601793337557,1.215043173609875,3.7319586507675306,2.4349664087934535,-2.416598471433775,-75.42220797855559,0.0,True
std_polyphony,0.574622219407823,0.35459066389254773,1.5426676123822547,0.9654545773497608,-0.9680453929744317,-78.15873122107705,0.0,True
polyphony_density,0.2388868485669518,0.40798376956295895,0.7733459322121118,0.32992446703534495,-0.5344590836451599,-98.70971967218048,0.0,True
tonal_certainty_piece,1.0513523555102111,0.23114124538120032,1.1026568098502747,0.21078093712504153,-0.05130445434006359,-15.557151042746593,2.983319632424973e-54,True
pitch_class_entropy_piece,2.651636376062982,0.3936303787737509,2.8070331284827548,0.3036837262128619,-0.1553967524197728,-30.543996707059005,2.977527070339337e-200,True
melodic_interval_entropy_piece,3.219579275229496,0.49327290887110425,3.5347529548655863,0.44198212487416005,-0.3151736796360902,-45.279524046655666,0.0,True
ioi_entropy_piece,1.7292429355698486,0.7026835097677279,1.614957080333975,0.6370746919542875,0.11428585523587365,11.44125799033641,3.237243646965839e-30,True
