,pychord_atc_score,chordino_atc_score,f_measure
pychord_atc_score,1.0,0.21524177949595846,0.4273242347270046
chordino_atc_score,0.2152417794959585,1.0,-0.11243534834867629
f_measure,0.4273242347270046,-0.11243534834867629,1.0
