,pychord_atc_score,chordino_atc_score,f_measure
pychord_atc_score,1.0,0.21524177949595846,0.5645696217933656
chordino_atc_score,0.2152417794959585,1.0,-0.05339032969607521
f_measure,0.5645696217933656,-0.05339032969607521,1.0
