,pychord_atc_score,chordino_atc_score,f_measure
pychord_atc_score,1.0,0.21524177949595846,0.46817211437592043
chordino_atc_score,0.2152417794959585,1.0,-0.06960973313923613
f_measure,0.46817211437592043,-0.06960973313923613,1.0
