,pychord_atc_score,chordino_atc_score,f_measure
pychord_atc_score,1.0,0.21524177949595846,0.19371448717332654
chordino_atc_score,0.2152417794959585,1.0,0.5393572390313
f_measure,0.19371448717332654,0.5393572390313,1.0
