filename_base,dataset_mapped,pychord_atc_score,chordino_atc_score,dataset_name,f_measure
334,POP909,0.46226415,0.68292683,POP909,0.645677
672,POP909,0.05691057,0.3236994,POP909,0.726039
777,POP909,0.12962963,0.28,POP909,0.409306
376,POP909,0.05691057,0.6796116,POP909,0.341767
731,POP909,0.093959734,0.6862745,POP909,0.469237
747,POP909,0.03763441,0.6453901,POP909,0.310485
338,POP909,0.15328467,0.4,POP909,0.620985
368,POP909,0.25609756,0.6533333,POP909,0.363002
364,POP909,0.18134715,0.875,POP909,0.536023
251,POP909,0.13861386,1.3558558,POP909,0.27469
263,POP909,0.1981132,0.74242425,POP909,0.152255
848,POP909,0.030172413,0.78125,POP909,0.210975
735,POP909,0.05263158,0.27450982,POP909,0.322263
477,POP909,0.1388889,0.38723403,POP909,0.379625
723,POP909,0.06363636,0.1981132,POP909,0.33546
836,POP909,0.044871796,0.8651685,POP909,0.254302
390,POP909,0.16470589,0.38431373,POP909,0.453436
340,POP909,0.10606061,0.2,POP909,0.681423
711,POP909,0.16666667,0.46666667,POP909,0.258108
044,POP909,0.049295776,0.26717559,POP909,0.136923
157,POP909,0.16535433,0.71532845,POP909,0.21073
411,POP909,0.20095694,0.5135135,POP909,0.167856
056,POP909,0.114285715,1.2482518,POP909,0.059176
006,POP909,0.029411765,2.3256578,POP909,0.317829
403,POP909,0.10144927,0.97411,POP909,0.189514
032,POP909,0.072164945,1.7111111,POP909,0.169628
491,POP909,0.875,0.61403507,POP909,0.581009
566,POP909,0.32489452,0.6441718,POP909,0.525481
103,POP909,0.08383234,0.5048077,POP909,0.236937
554,POP909,0.5260116,0.34265736,POP909,0.471951
800,POP909,0.03626943,0.71257484,POP909,0.495711
483,POP909,0.46397695,0.6245353,POP909,0.358606
617,POP909,0.085365854,0.1590909,POP909,0.365777
074,POP909,0.076642334,1.0745614,POP909,0.143981
171,POP909,0.121212125,0.352518,POP909,0.273677
596,POP909,0.057613168,0.75298804,POP909,0.300452
605,POP909,0.039325844,0.52238804,POP909,0.476308
125,POP909,0.39375,0.7677419,POP909,0.518729
151,POP909,0.17073171,0.0,POP909,0.159722
163,POP909,0.37634408,0.9020619,POP909,0.269846
718,POP909,0.03448276,0.3943662,POP909,0.161545
389,POP909,0.12962963,0.3117409,POP909,0.666127
534,POP909,0.36239782,0.5952381,POP909,0.634046
689,POP909,0.13930348,0.51578945,POP909,0.226772
748,POP909,0.06930693,1.1382114,POP909,0.377358
786,POP909,0.53846157,0.99676377,POP909,0.153797
685,POP909,0.62068963,1.1624548,POP909,0.288398
260,POP909,0.33793104,1.0282485,POP909,0.201944
778,POP909,0.044025157,0.42424244,POP909,0.502399
252,POP909,0.3888889,1.3716216,POP909,0.203619
214,POP909,0.7225807,1.2484076,POP909,0.191693
