filename_base,dataset_mapped,pychord_atc_score,chordino_atc_score,dataset_name,f_measure
Track01433,Slakh 2100,3.8744543,3.1784453,Slakh 2100,0.011807
Track00227,Slakh 2100,1.205438,4.1363635,Slakh 2100,0.003951
Track01043,Slakh 2100,4.1083846,2.8711865,Slakh 2100,0.007582
Track00043,Slakh 2100,0.032407407,1.6448088,Slakh 2100,0.003569
Track00180,Slakh 2100,1.8934426,1.467742,Slakh 2100,0.000635
Track00406,Slakh 2100,0.7091932,1.5288461,Slakh 2100,0.016167
Track00636,Slakh 2100,3.71875,3.1349692,Slakh 2100,0.0
Track00506,Slakh 2100,3.0,2.4552238,Slakh 2100,0.001349
Track00782,Slakh 2100,0.3668763,0.8020833,Slakh 2100,0.007415
Track00161,Slakh 2100,0.36666667,1.1106472,Slakh 2100,0.003381
Track00951,Slakh 2100,1.7710843,1.5730337,Slakh 2100,0.003578
Track01463,Slakh 2100,2.013072,0.8448276,Slakh 2100,0.004363
Track01335,Slakh 2100,0.9935484,1.1964285,Slakh 2100,0.009987
Track00712,Slakh 2100,2.8282828,1.5714285,Slakh 2100,0.000494
Track01379,Slakh 2100,1.037037,1.0511945,Slakh 2100,0.0
Track00491,Slakh 2100,3.2506006,2.310116,Slakh 2100,0.009471
Track00841,Slakh 2100,2.0379746,1.25,Slakh 2100,0.0
Track01073,Slakh 2100,1.7928222,1.4459016,Slakh 2100,0.000478
Track00856,Slakh 2100,2.2235293,1.6942675,Slakh 2100,0.00247
Track00900,Slakh 2100,3.0625,2.1940298,Slakh 2100,0.00178
Track00556,Slakh 2100,0.4375,0.07777778,Slakh 2100,0.005942
Track00989,Slakh 2100,3.900838,0.95666665,Slakh 2100,0.006496
Track01269,Slakh 2100,3.2521245,2.752809,Slakh 2100,0.001977
Track01374,Slakh 2100,2.2443674,2.0601265,Slakh 2100,0.003655
Track00498,Slakh 2100,1.5718563,0.9625,Slakh 2100,0.00307
Track00473,Slakh 2100,3.2357807,2.32809,Slakh 2100,0.003547
Track00335,Slakh 2100,2.844411,2.5409253,Slakh 2100,0.007345
Track00682,Slakh 2100,4.0233645,2.9320755,Slakh 2100,0.00064
Track00276,Slakh 2100,0.15981735,0.8561151,Slakh 2100,0.00639
Track00702,Slakh 2100,3.3411765,2.3333333,Slakh 2100,0.007355
Track00870,Slakh 2100,0.6693227,0.6927083,Slakh 2100,0.017347
Track00492,Slakh 2100,2.7586207,1.8322147,Slakh 2100,0.001693
Track00467,Slakh 2100,4.736842,3.559322,Slakh 2100,0.0
Track01385,Slakh 2100,2.6541667,1.3482643,Slakh 2100,0.001123
Track00944,Slakh 2100,2.253819,1.894628,Slakh 2100,0.003481
Track00382,Slakh 2100,3.26178,2.2806451,Slakh 2100,0.005566
Track00234,Slakh 2100,0.25,0.81260365,Slakh 2100,0.001149
Track00986,Slakh 2100,1.640625,1.0530974,Slakh 2100,0.0
Track00259,Slakh 2100,3.0607288,3.2124352,Slakh 2100,0.007081
Track01473,Slakh 2100,3.9559255,3.389718,Slakh 2100,0.004409
Track00469,Slakh 2100,0.17883211,1.0810126,Slakh 2100,0.001046
Track00725,Slakh 2100,1.6421052,0.7017995,Slakh 2100,0.001382
Track00394,Slakh 2100,0.175,0.17213115,Slakh 2100,0.002819
Track00108,Slakh 2100,3.3108108,3.2991803,Slakh 2100,0.003941
Track00313,Slakh 2100,2.0801888,1.4166666,Slakh 2100,0.000859
Track00143,Slakh 2100,0.65254235,0.9849246,Slakh 2100,0.002165
Track00360,Slakh 2100,5.0961146,5.130191,Slakh 2100,0.002076
Track00761,Slakh 2100,3.5,3.326996,Slakh 2100,0.006088
Track00998,Slakh 2100,0.14040114,0.69475657,Slakh 2100,0.005364
Track01330,Slakh 2100,0.90114945,0.0,Slakh 2100,0.001542
Track01007,Slakh 2100,3.9830985,3.164179,Slakh 2100,0.001818
Track01465,Slakh 2100,2.2725694,2.1225805,Slakh 2100,0.003404
Track00588,Slakh 2100,3.4958284,2.8781726,Slakh 2100,0.002127
Track00056,Slakh 2100,3.1410255,2.511628,Slakh 2100,0.005233
Track00214,Slakh 2100,2.747093,2.0348837,Slakh 2100,0.012081
Track00167,Slakh 2100,3.0617697,2.7279413,Slakh 2100,0.005246
Track00048,Slakh 2100,1.8623853,0.44144145,Slakh 2100,0.005979
Track00922,Slakh 2100,1.3050847,0.44757032,Slakh 2100,0.001959
Track01177,Slakh 2100,3.1263616,1.5909091,Slakh 2100,0.000886
Track01102,Slakh 2100,4.224138,0.546875,Slakh 2100,0.009428
Track00704,Slakh 2100,0.875,0.59808195,Slakh 2100,0.002913
Track01097,Slakh 2100,5.061828,4.4333334,Slakh 2100,0.000529
Track00226,Slakh 2100,3.0970654,2.682243,Slakh 2100,0.000562
Track00038,Slakh 2100,2.6112852,1.9090909,Slakh 2100,0.003683
Track00799,Slakh 2100,1.3654321,0.8115942,Slakh 2100,0.005474
Track01346,Slakh 2100,1.2202853,1.3390964,Slakh 2100,0.002961
Track00457,Slakh 2100,3.565625,3.1387901,Slakh 2100,0.003058
Track00692,Slakh 2100,3.8517299,3.1709402,Slakh 2100,0.002523
Track00752,Slakh 2100,2.0263157,1.8898305,Slakh 2100,0.001711
Track00802,Slakh 2100,3.6439252,3.2354212,Slakh 2100,0.008073
Track01029,Slakh 2100,1.8944954,1.5034014,Slakh 2100,0.001707
Track00734,Slakh 2100,3.625641,3.09009,Slakh 2100,0.057318
Track01383,Slakh 2100,2.9070249,2.3882353,Slakh 2100,0.002068
Track00629,Slakh 2100,0.6666667,0.1069869,Slakh 2100,0.002679
Track00113,Slakh 2100,1.8918918,0.67151165,Slakh 2100,0.002603
Track00466,Slakh 2100,0.35,0.85555553,Slakh 2100,0.0036
Track00992,Slakh 2100,3.5972223,2.617886,Slakh 2100,0.002757
Track00695,Slakh 2100,3.3733332,1.7747475,Slakh 2100,0.016833
Track00448,Slakh 2100,4.1349893,3.04,Slakh 2100,0.002461
Track00839,Slakh 2100,3.1159875,1.4626865,Slakh 2100,0.005887
Track00783,Slakh 2100,3.5473554,2.8903227,Slakh 2100,0.007869
Track01072,Slakh 2100,1.9551535,2.426081,Slakh 2100,0.009143
Track00398,Slakh 2100,0.055555556,0.6965174,Slakh 2100,0.0
Track01262,Slakh 2100,2.0568721,1.0915254,Slakh 2100,0.003429
