,pychord_atc_score,chordino_atc_score,f_measure
pychord_atc_score,1.0,0.21524177949595846,0.5636795691954031
chordino_atc_score,0.2152417794959585,1.0,-0.03929156729767461
f_measure,0.5636795691954031,-0.03929156729767461,1.0
