filename_base,dataset_mapped,pychord_atc_score,chordino_atc_score,dataset_name,f_measure
Traditional__traditioner_af_swenska_folk_dansar.1.29__traditioner_af_swenska_folk_dansar.1.29,MSMD,1.3548387,0.35,MSMD,0.0
BachJS__BWV1080__contrapunctusXV,MSMD,1.3149171,0.0,MSMD,0.000693
BachJS__BWV994__bach-applicatio,MSMD,1.0,0.0,MSMD,0.0
Traditional__traditioner_af_swenska_folk_dansar.3.14__traditioner_af_swenska_folk_dansar.3.14,MSMD,1.0,0.0,MSMD,0.0
BachJS__BWV830__BWV-830-2,MSMD,2.1111112,2.6645162,MSMD,0.001489
BachJS__BWV817__bach-french-suite-6-gavotte,MSMD,0.35,0.0,MSMD,0.0
MozartWA__KV457__sonata2,MSMD,0.65625,3.9803922,MSMD,0.00551
BurgmullerJFF__O100__25EF-15,MSMD,0.74242425,1.4,MSMD,0.0
BachJS__BWV792__bwv792,MSMD,0.3862069,3.5,MSMD,0.003617
CzernyC__Op_821__Czerny_Op_821_No_004,MSMD,2.7,2.7288136,MSMD,0.0
ChopinFF__O28__Chop-28-5,MSMD,3.6546962,1.442211,MSMD,0.002062
BachJS__BWVAnh121__BWV-121,MSMD,0.36842105,0.0,MSMD,0.007519
TchaikovskyPI__O37__Tschaikowsky-op37.1,MSMD,0.79130435,1.3846154,MSMD,0.0029
MozartWA__KV331__KV331_1_7_var6,MSMD,3.993127,4.089109,MSMD,0.001599
SchumannR__O15__SchumannOp15No05,MSMD,0.3559322,0.0,MSMD,0.0
HandelGF__Aylesford__01-overture,MSMD,2.6923077,1.4,MSMD,0.0
Traditional__traditioner_af_swenska_folk_dansar.1.22__traditioner_af_swenska_folk_dansar.1.22,MSMD,0.35,0.0,MSMD,0.010127
Traditional__traditioner_af_swenska_folk_dansar.2.31__traditioner_af_swenska_folk_dansar.2.31,MSMD,1.2209302,0.0,MSMD,0.0
BurgmullerJFF__O100__25EF-05,MSMD,3.120482,2.7017543,MSMD,0.0
Traditional__traditioner_af_swenska_folk_dansar.1.19__traditioner_af_swenska_folk_dansar.1.19,MSMD,0.6363636,0.0,MSMD,0.035831
MussorgskyM__pictures-at-an-exhibition__gnomus,MSMD,2.859155,3.0370371,MSMD,0.002985
BachJS__BWV794__bwv794,MSMD,0.2985782,0.0,MSMD,0.001773
HaydnFJ__HOB-XVI-27__hob-xvi-27-iii-presto,MSMD,2.7642436,4.2394366,MSMD,0.001333
Traditional__traditioner_af_swenska_folk_dansar.1.20__traditioner_af_swenska_folk_dansar.1.20,MSMD,0.875,0.0,MSMD,0.0
BachJS__BWV798__bwv798,MSMD,0.22012578,0.0,MSMD,0.0
BachJS__BWV846__wtk1-fugue1,MSMD,0.76363635,2.3333333,MSMD,0.0
BachJS__BWVAnh128__BWV-128,MSMD,0.46666667,2.9166667,MSMD,0.0
Traditional__traditioner_af_swenska_folk_dansar.3.3__traditioner_af_swenska_folk_dansar.3.3,MSMD,0.7924528,0.0,MSMD,0.005076
BurgmullerJFF__O100__25EF-08,MSMD,3.7951808,0.0,MSMD,0.026168
BachJS__BWV829__53title-hub,MSMD,0.14583333,2.8,MSMD,0.0
MozartWA__KV331__KV331_1_2_var1,MSMD,1.6279069,0.10606061,MSMD,0.003145
BendaJA__Benda_SonateG3__Benda_SonateG3,MSMD,0.96747965,0.0,MSMD,0.004073
