,pychord_atc_score,chordino_atc_score,f_measure
pychord_atc_score,1.0,0.7039767726598959,0.12452988125188853
chordino_atc_score,0.7039767726598959,1.0,0.2456202516046061
f_measure,0.12452988125188853,0.2456202516046061,1.0
