model_name,dataset_name,midi_filename,duration_seconds,reference_midi_instruments,transcription_midi_instruments,precision,recall,f_measure,average_overlap_ratio,precision_no_offset,recall_no_offset,f_measure_no_offset,average_overlap_ratio_no_offset,onset_precision,onset_recall,onset_f_measure,offset_precision,offset_recall,offset_f_measure,runtime
MT3,MSMD,AndreJ__O34__andre-sonatine.wav,95.772154,2,1,0.966725,0.966725,0.966725,0.954468,1.0,1.0,1.0,0.937111,1.0,1.0,1.0,0.966725,0.966725,0.966725,108.852195
MT3,MSMD,Anonymous__lanative__lanative.wav,31.981134,2,1,0.928994,0.907514,0.918129,0.944669,1.0,0.976879,0.988304,0.911593,1.0,0.976879,0.988304,0.940828,0.919075,0.929825,106.070339
MT3,MSMD,Anonymous__lesgraces__lesgraces.wav,41.864127,2,1,0.963964,0.938596,0.951111,0.957878,1.0,0.973684,0.986667,0.936548,1.0,0.973684,0.986667,0.968468,0.942982,0.955556,104.408745
MT3,MSMD,BachCPE__cpe-bach-rondo__cpe-bach-rondo.wav,450.456961,2,11,0.61599,0.818815,0.703067,0.971329,0.717781,0.954123,0.819247,0.884549,0.736129,0.978513,0.840189,0.670162,0.890825,0.764897,136.836551
MT3,MSMD,BachJS__BWV1006a__bwv-1006a_1.wav,417.002812,2,10,0.777179,0.911022,0.838795,0.947277,0.833497,0.977038,0.899577,0.907997,0.842311,0.987371,0.909091,0.800686,0.938576,0.864165,133.774965
MT3,MSMD,BachJS__BWV1006a__bwv-1006a_2.wav,145.502041,2,6,0.674058,0.853933,0.753408,0.975992,0.762749,0.966292,0.85254,0.903152,0.773836,0.980337,0.864932,0.700665,0.88764,0.783147,111.946289
MT3,MSMD,BachJS__BWV1006a__bwv-1006a_3.wav,400.002902,2,7,0.709497,0.87687,0.784354,0.982997,0.789572,0.975834,0.872877,0.917206,0.795158,0.982739,0.879053,0.72905,0.901036,0.80597,126.815246
MT3,MSMD,BachJS__BWV1006a__bwv-1006a_4.wav,102.002358,2,5,0.780142,0.894309,0.833333,0.983951,0.843972,0.96748,0.901515,0.947138,0.851064,0.97561,0.909091,0.794326,0.910569,0.848485,112.184484
MT3,MSMD,BachJS__BWV1006a__bwv-1006a_5.wav,96.002902,2,4,0.621701,0.831373,0.711409,0.980872,0.72434,0.968627,0.828859,0.896135,0.733138,0.980392,0.838926,0.662757,0.886275,0.758389,107.927335
MT3,MSMD,BachJS__BWV1006a__bwv-1006a_6.wav,145.002812,2,5,0.666667,0.890141,0.762364,0.987333,0.727848,0.971831,0.832328,0.940363,0.736287,0.983099,0.841978,0.696203,0.929577,0.79614,112.539036
MT3,MSMD,BachJS__BWV1006a__bwv-1006a_7.wav,96.502132,2,7,0.74053,0.898851,0.812046,0.96989,0.808712,0.981609,0.886812,0.921794,0.814394,0.988506,0.893043,0.776515,0.942529,0.851506,109.005595
MT3,MSMD,BachJS__BWV1079__ricercare.wav,369.004263,2,2,0.926119,0.920121,0.92311,0.944703,0.993481,0.987047,0.990253,0.914849,0.995654,0.989206,0.992419,0.940461,0.93437,0.937405,127.468295
MT3,MSMD,BachJS__BWV1080__contrapunctusXII.wav,154.001995,2,2,0.947648,0.946929,0.947289,0.93463,0.995448,0.994693,0.99507,0.911735,0.997724,0.996967,0.997345,0.955994,0.955269,0.955631,115.929791
MT3,MSMD,BachJS__BWV1080__contrapunctusXIII.wav,124.802902,2,1,0.976721,0.975733,0.976227,0.947576,0.994939,0.993933,0.994436,0.938197,0.995951,0.994944,0.995448,0.977733,0.976744,0.977238,115.374839
MT3,MSMD,BachJS__BWV1080__contrapunctusXIV.wav,268.366077,2,1,0.944888,0.932713,0.938761,0.937673,0.999275,0.986399,0.992795,0.913316,1.0,0.987115,0.993516,0.952139,0.939871,0.945965,122.234901
MT3,MSMD,BachJS__BWV1080__contrapunctusXV.wav,261.603265,2,1,0.953676,0.943959,0.948793,0.957565,0.997794,0.987627,0.992685,0.936085,0.998529,0.988355,0.993416,0.956618,0.94687,0.951719,124.503372
MT3,MSMD,BachJS__BWV117a__BWV-117a.wav,48.002902,2,1,0.952381,0.93617,0.944206,0.948453,1.0,0.982979,0.991416,0.926267,1.0,0.982979,0.991416,0.961039,0.944681,0.95279,107.318749
MT3,MSMD,BachJS__BWV259__bwv-259.wav,48.002902,2,1,0.892377,0.872807,0.882483,0.983803,0.991031,0.969298,0.980044,0.940083,0.991031,0.969298,0.980044,0.90583,0.885965,0.895787,114.005386
MT3,MSMD,BachJS__BWV269__bwv_269.wav,52.50322,2,2,0.859729,0.855856,0.857788,0.969473,0.972851,0.968468,0.970655,0.913344,0.972851,0.968468,0.970655,0.886878,0.882883,0.884876,106.296123
MT3,MSMD,BachJS__BWV454__bwv_454.wav,59.145578,2,1,0.933333,0.918033,0.92562,0.974627,1.0,0.983607,0.991736,0.942545,1.0,0.983607,0.991736,0.933333,0.918033,0.92562,106.424639
MT3,MSMD,BachJS__BWV462__bwv_462.wav,54.860045,2,1,0.921687,0.874286,0.897361,0.965727,1.0,0.948571,0.973607,0.928714,1.0,0.948571,0.973607,0.927711,0.88,0.903226,106.745418
MT3,MSMD,BachJS__BWV510__BWV-510.wav,23.003719,2,1,0.915094,0.906542,0.910798,0.96319,1.0,0.990654,0.995305,0.903317,1.0,0.990654,0.995305,0.924528,0.915888,0.920188,105.627956
MT3,MSMD,BachJS__BWV511__BWV-511.wav,40.502857,2,1,0.951613,0.944,0.947791,0.983988,0.991935,0.984,0.987952,0.959007,0.991935,0.984,0.987952,0.951613,0.944,0.947791,107.804173
MT3,MSMD,BachJS__BWV512__BWV-512.wav,40.502857,2,1,0.962687,0.955556,0.959108,0.97945,1.0,0.992593,0.996283,0.95373,1.0,0.992593,0.996283,0.962687,0.955556,0.959108,108.070859
MT3,MSMD,BachJS__BWV515__anna-magdalena-20a.wav,27.431474,2,1,0.967391,0.917526,0.941799,0.951312,1.0,0.948454,0.973545,0.933276,1.0,0.948454,0.973545,0.967391,0.917526,0.941799,107.541248
MT3,MSMD,BachJS__BWV516__BWV-516.wav,64.002902,2,1,0.960938,0.938931,0.949807,0.979129,0.992188,0.969466,0.980695,0.963618,0.992188,0.969466,0.980695,0.960938,0.938931,0.949807,107.268298
MT3,MSMD,BachJS__BWV772__bach-invention-01.wav,66.004172,2,1,0.95186,0.949782,0.95082,0.944723,0.997812,0.995633,0.996721,0.920471,0.997812,0.995633,0.996721,0.954048,0.951965,0.953005,107.519702
MT3,MSMD,BachJS__BWV773__bach-invention-02.wav,101.252063,2,10,0.780619,0.914826,0.842411,0.952417,0.833109,0.976341,0.899056,0.911581,0.851952,0.998423,0.91939,0.812921,0.952681,0.877269,117.409772
MT3,MSMD,BachJS__BWV774__bach-invention-03.wav,66.753016,2,1,0.949084,0.941414,0.945233,0.941265,1.0,0.991919,0.995943,0.913611,1.0,0.991919,0.995943,0.953157,0.945455,0.94929,110.652187
MT3,MSMD,BachJS__BWV775__bach-invention-04.wav,52.003991,2,1,0.952273,0.945824,0.949037,0.93562,1.0,0.993228,0.996602,0.912313,1.0,0.993228,0.996602,0.961364,0.954853,0.958097,109.307077
MT3,MSMD,BachJS__BWV776__bach-invention-05.wav,73.147211,2,6,0.737069,0.93188,0.823105,0.915874,0.778017,0.983651,0.868833,0.883278,0.779095,0.985014,0.870036,0.757543,0.957766,0.845969,117.736734
MT3,MSMD,BachJS__BWV777__bach-invention-06.wav,139.502585,2,2,0.958029,0.959781,0.958904,0.966348,0.994526,0.996344,0.995434,0.951213,0.99635,0.998172,0.99726,0.959854,0.961609,0.960731,112.971396
MT3,MSMD,BachJS__BWV778__bach-invention-07.wav,61.336961,2,5,0.793169,0.883721,0.836,0.908171,0.874763,0.97463,0.922,0.859372,0.88425,0.985201,0.932,0.823529,0.917548,0.868,113.410666
MT3,MSMD,BachJS__BWV779__bach-invention-08.wav,66.670295,2,1,0.954622,0.949833,0.952221,0.933076,0.996639,0.991639,0.994132,0.908733,0.996639,0.991639,0.994132,0.954622,0.949833,0.952221,111.170286
MT3,MSMD,BachJS__BWV780__bach-invention-09.wav,65.110204,2,1,0.963964,0.958781,0.961366,0.940593,0.998198,0.992832,0.995508,0.925865,1.0,0.994624,0.997305,0.963964,0.958781,0.961366,111.370017
MT3,MSMD,BachJS__BWV781__bach-invention-10.wav,50.236372,2,6,0.862786,0.94533,0.902174,0.903048,0.908524,0.995444,0.95,0.870894,0.910603,0.997722,0.952174,0.873181,0.95672,0.913043,113.203215
MT3,MSMD,BachJS__BWV782__bach-invention-11.wav,64.944762,2,5,0.821981,0.934859,0.874794,0.913383,0.857585,0.975352,0.912685,0.880688,0.859133,0.977113,0.914333,0.843653,0.959507,0.897858,110.650447
MT3,MSMD,BachJS__BWV783__bach-invention-12.wav,70.00381,2,1,0.966374,0.964964,0.965668,0.921167,0.995614,0.994161,0.994887,0.908334,0.998538,0.99708,0.997809,0.972222,0.970803,0.971512,107.805491
MT3,MSMD,BachJS__BWV784__bach-invention-13.wav,60.003265,2,5,0.81182,0.925532,0.864954,0.9295,0.861586,0.98227,0.917978,0.898073,0.863142,0.984043,0.919635,0.825816,0.941489,0.879867,112.107162
MT3,MSMD,BachJS__BWV785__bach-invention-14.wav,73.848163,2,11,0.749662,0.935811,0.832457,0.917482,0.792963,0.989865,0.880541,0.892727,0.798376,0.996622,0.886551,0.772666,0.964527,0.858002,120.704827
MT3,MSMD,BachJS__BWV786__bach-invention-15.wav,50.288617,2,1,0.970213,0.955975,0.963041,0.949041,0.997872,0.983229,0.990496,0.936607,1.0,0.985325,0.992608,0.976596,0.962264,0.969377,109.178422
MT3,MSMD,BachJS__BWV787__bwv787.wav,72.002177,2,1,0.917857,0.912966,0.915405,0.933344,0.996429,0.991119,0.993767,0.893335,0.996429,0.991119,0.993767,0.941071,0.936057,0.938557,110.297979
MT3,MSMD,BachJS__BWV788__bwv788.wav,96.002902,2,2,0.919399,0.916894,0.918145,0.948207,0.991803,0.989101,0.99045,0.91493,0.993169,0.990463,0.991814,0.937158,0.934605,0.93588,110.978234
MT3,MSMD,BachJS__BWV789__bwv789.wav,85.717914,2,1,0.922374,0.90583,0.914027,0.946933,0.996956,0.979073,0.987934,0.907552,0.996956,0.979073,0.987934,0.936073,0.919283,0.927602,112.830437
MT3,MSMD,BachJS__BWV790__bwv790.wav,92.003265,2,1,0.903285,0.901639,0.902461,0.952459,0.992701,0.990893,0.991796,0.905854,0.994526,0.992714,0.993619,0.921533,0.919854,0.920693,110.162724
MT3,MSMD,BachJS__BWV791__bwv791.wav,124.366077,2,1,0.897619,0.882904,0.890201,0.959031,0.995238,0.978923,0.987013,0.915964,0.995238,0.978923,0.987013,0.92619,0.911007,0.918536,119.274526
MT3,MSMD,BachJS__BWV792__bwv792.wav,84.464036,2,1,0.89662,0.889546,0.893069,0.936965,1.0,0.99211,0.99604,0.895691,1.0,0.99211,0.99604,0.908549,0.901381,0.90495,116.035391
MT3,MSMD,BachJS__BWV793__bwv793.wav,99.004082,2,1,0.939944,0.926997,0.933426,0.952015,1.0,0.986226,0.993065,0.923912,1.0,0.986226,0.993065,0.945531,0.932507,0.938974,115.157664
MT3,MSMD,BachJS__BWV794__bwv794.wav,69.0039,2,1,0.890681,0.885918,0.888293,0.947623,0.998208,0.99287,0.995532,0.898162,0.998208,0.99287,0.995532,0.915771,0.910873,0.913315,112.397637
MT3,MSMD,BachJS__BWV795__bwv795.wav,120.002177,2,1,0.886792,0.867692,0.877138,0.950289,0.995283,0.973846,0.984448,0.90052,0.995283,0.973846,0.984448,0.907233,0.887692,0.897356,112.883184
MT3,MSMD,BachJS__BWV797__bwv797.wav,108.003265,2,2,0.891473,0.884615,0.888031,0.946127,0.994186,0.986538,0.990347,0.898537,0.994186,0.986538,0.990347,0.916667,0.909615,0.913127,113.40131
MT3,MSMD,BachJS__BWV798__bwv798.wav,93.003175,2,1,0.901987,0.899604,0.900794,0.943906,0.996026,0.993395,0.994709,0.896503,0.996026,0.993395,0.994709,0.929801,0.927345,0.928571,115.902819
MT3,MSMD,BachJS__BWV799__bwv799.wav,104.729252,2,1,0.913876,0.905213,0.909524,0.945902,0.99681,0.987362,0.992063,0.909123,0.998405,0.988942,0.993651,0.92823,0.919431,0.92381,113.481466
MT3,MSMD,BachJS__BWV801__bwv801.wav,86.251973,2,1,0.95092,0.925373,0.937973,0.946963,0.993865,0.967164,0.980333,0.926605,0.996933,0.970149,0.983359,0.964724,0.938806,0.951589,112.851599
MT3,MSMD,BachJS__BWV804__Bach-Duet3.wav,232.002177,2,9,0.812869,0.907625,0.857638,0.955686,0.875903,0.978006,0.924143,0.908664,0.883125,0.98607,0.931763,0.835194,0.932551,0.881192,129.099118
MT3,MSMD,BachJS__BWV806__bach-english-suite-1-bourree-1.wav,65.220499,2,1,0.975395,0.966899,0.971129,0.940691,1.0,0.991289,0.995626,0.928174,1.0,0.991289,0.995626,0.977153,0.968641,0.972878,115.584814
MT3,MSMD,BachJS__BWV807__bach-english-suite-2-bourree-1.wav,74.351746,2,1,0.981664,0.97479,0.978215,0.942307,0.99859,0.991597,0.995081,0.934097,1.0,0.992997,0.996486,0.981664,0.97479,0.978215,117.752115
MT3,MSMD,BachJS__BWV807__bach-english-suite-2-bourree-2.wav,31.307755,2,2,0.93,0.93311,0.931553,0.941615,0.98,0.983278,0.981636,0.921458,0.986667,0.989967,0.988314,0.943333,0.946488,0.944908,109.03831
MT3,MSMD,BachJS__BWV807__bach-english-suite-2-prelude.wav,49.266939,2,1,0.980818,0.97707,0.978941,0.91995,0.998721,0.994904,0.996809,0.912524,0.998721,0.994904,0.996809,0.983376,0.979618,0.981493,111.188483
MT3,MSMD,BachJS__BWV814__bach-french-suite-3-allemande.wav,71.814966,2,1,0.94685,0.941292,0.944063,0.947091,0.996063,0.990215,0.993131,0.924375,0.996063,0.990215,0.993131,0.954724,0.949119,0.951914,111.406036
MT3,MSMD,BachJS__BWV814__bach-french-suite-3-gavotte.wav,53.336236,2,1,0.94837,0.928191,0.938172,0.952991,0.997283,0.976064,0.986559,0.931725,0.997283,0.976064,0.986559,0.956522,0.93617,0.946237,104.069127
MT3,MSMD,BachJS__BWV814__bach-french-suite-3-menuet.wav,64.803991,2,1,0.959627,0.953704,0.956656,0.968915,0.993789,0.987654,0.990712,0.95029,0.996894,0.990741,0.993808,0.962733,0.95679,0.959752,106.235131
MT3,MSMD,BachJS__BWV814__bach-french-suite-3-sarabande.wav,60.003265,2,1,0.890805,0.883191,0.886981,0.952343,0.994253,0.985755,0.989986,0.900171,0.997126,0.988604,0.992847,0.905172,0.897436,0.901288,107.09509
MT3,MSMD,BachJS__BWV814__bach-french-suite-3-trio.wav,43.203628,2,1,0.947368,0.925234,0.93617,0.963937,1.0,0.976636,0.98818,0.942427,1.0,0.976636,0.98818,0.947368,0.925234,0.93617,105.562024
MT3,MSMD,BachJS__BWV816__french-suite-5-allemande.wav,96.002902,2,1,0.90942,0.896429,0.902878,0.950884,0.994565,0.980357,0.98741,0.915718,0.994565,0.980357,0.98741,0.929348,0.916071,0.922662,109.781128
MT3,MSMD,BachJS__BWV816__french-suite-5-bourree.wav,120.002177,2,1,0.945504,0.925333,0.93531,0.974291,0.997275,0.976,0.986523,0.950925,0.997275,0.976,0.986523,0.953678,0.933333,0.943396,110.593001
MT3,MSMD,BachJS__BWV816__french-suite-5-courante.wav,43.639002,2,1,0.935702,0.937288,0.936494,0.922257,0.99154,0.99322,0.992379,0.898809,0.993232,0.994915,0.994073,0.944162,0.945763,0.944962,112.342136
MT3,MSMD,BachJS__BWV816__french-suite-5-gavotte.wav,96.002902,2,1,0.929936,0.895706,0.9125,0.982609,1.0,0.96319,0.98125,0.947163,1.0,0.96319,0.98125,0.933121,0.898773,0.915625,107.437447
MT3,MSMD,BachJS__BWV816__french-suite-5-gigue.wav,168.002177,2,1,0.939261,0.932692,0.935965,0.955524,0.994718,0.987762,0.991228,0.925719,0.995599,0.988636,0.992105,0.953345,0.946678,0.95,117.990755
MT3,MSMD,BachJS__BWV816__french-suite-5-loure.wav,96.002902,2,1,0.847273,0.850365,0.848816,0.965543,0.985455,0.989051,0.98725,0.907179,0.985455,0.989051,0.98725,0.88,0.883212,0.881603,108.437011
MT3,MSMD,BachJS__BWV816__french-suite-5-sarabande.wav,85.717914,2,1,0.8933,0.871671,0.882353,0.946456,1.0,0.975787,0.987745,0.905688,1.0,0.975787,0.987745,0.913151,0.891041,0.901961,109.399104
MT3,MSMD,BachJS__BWV817__bach-french-suite-6-bourree.wav,63.002993,2,1,0.955882,0.95941,0.957643,0.948302,0.994485,0.998155,0.996317,0.92885,0.994485,0.998155,0.996317,0.965074,0.968635,0.966851,107.298655
MT3,MSMD,BachJS__BWV817__bach-french-suite-6-gavotte.wav,48.002902,2,1,0.897959,0.876494,0.887097,0.973252,0.991837,0.968127,0.979839,0.919249,0.995918,0.972112,0.983871,0.938776,0.916335,0.927419,106.691132
MT3,MSMD,BachJS__BWV817__bach-french-suite-6-gigue.wav,80.002902,2,1,0.966767,0.963855,0.965309,0.926079,0.998489,0.995482,0.996983,0.912736,0.998489,0.995482,0.996983,0.968278,0.965361,0.966817,112.942555
MT3,MSMD,BachJS__BWV817__bach-french-suite-6-menuet.wav,37.244807,2,1,0.93299,0.923469,0.928205,0.943328,1.0,0.989796,0.994872,0.917781,1.0,0.989796,0.994872,0.938144,0.928571,0.933333,108.907307
MT3,MSMD,BachJS__BWV817__bach-french-suite-6-sarabande.wav,72.002177,2,1,0.896797,0.875,0.885764,0.970469,0.992883,0.96875,0.980668,0.929766,0.992883,0.96875,0.980668,0.907473,0.885417,0.896309,116.450933
MT3,MSMD,BachJS__BWV825__11title-hub.wav,126.003084,2,11,0.585276,0.76565,0.663421,0.961048,0.743558,0.972713,0.842837,0.84378,0.757055,0.990369,0.858136,0.672393,0.879615,0.76217,114.729106
MT3,MSMD,BachJS__BWV825__12title-hub.wav,152.002177,2,11,0.760118,0.897436,0.823089,0.977286,0.834156,0.984848,0.90326,0.929923,0.842053,0.994172,0.911812,0.800592,0.945221,0.866916,118.689893
MT3,MSMD,BachJS__BWV825__13title-hub.wav,100.657052,2,10,0.761089,0.906363,0.827397,0.916806,0.821573,0.978391,0.893151,0.879186,0.827621,0.985594,0.899726,0.798387,0.95078,0.867945,118.245327
MT3,MSMD,BachJS__BWV825__14title-hub.wav,47.106032,2,10,0.692691,0.825743,0.753388,0.890031,0.782392,0.932673,0.850949,0.833249,0.800664,0.954455,0.870822,0.760797,0.906931,0.827462,112.114639
MT3,MSMD,BachJS__BWV825__15title-hub.wav,94.209161,2,8,0.695724,0.873967,0.774725,0.970047,0.766447,0.96281,0.85348,0.912286,0.782895,0.983471,0.871795,0.756579,0.950413,0.842491,107.637769
MT3,MSMD,BachJS__BWV825__16title-hub.wav,107.666576,2,7,0.544419,0.737654,0.626474,0.978677,0.710706,0.962963,0.817824,0.831802,0.71754,0.972222,0.825688,0.610478,0.82716,0.70249,112.264785
MT3,MSMD,BachJS__BWV826__21title-hub.wav,168.788753,2,11,0.698238,0.820818,0.754582,0.886518,0.781498,0.918695,0.844561,0.83142,0.811013,0.953392,0.876458,0.7837,0.921284,0.846941,132.924338
MT3,MSMD,BachJS__BWV826__22title-hub.wav,96.002902,2,5,0.767787,0.91844,0.836383,0.934548,0.827075,0.989362,0.900969,0.894199,0.831028,0.99409,0.905274,0.798419,0.955083,0.869752,115.535207
MT3,MSMD,BachJS__BWV827__BWV-827-1.wav,177.002812,2,1,0.976856,0.978744,0.977799,0.947352,0.996143,0.998068,0.997104,0.938023,0.996143,0.998068,0.997104,0.978785,0.980676,0.97973,116.767454
MT3,MSMD,BachJS__BWV827__BWV-827-2.wav,96.002902,2,1,0.905838,0.895717,0.900749,0.943131,0.998117,0.986965,0.992509,0.903072,1.0,0.988827,0.994382,0.93597,0.925512,0.930712,115.087105
MT3,MSMD,BachJS__BWV827__BWV-827-3.wav,168.002177,2,1,0.97133,0.965792,0.968553,0.940884,0.998853,0.993158,0.995998,0.932132,0.998853,0.993158,0.995998,0.973624,0.968073,0.97084,120.742066
MT3,MSMD,BachJS__BWV827__BWV-827-4.wav,84.00254,2,1,0.943431,0.931532,0.937443,0.94846,0.99635,0.983784,0.990027,0.921706,0.998175,0.985586,0.99184,0.959854,0.947748,0.953762,112.637781
MT3,MSMD,BachJS__BWV827__BWV-827-5.wav,123.001905,2,1,0.950791,0.94087,0.945804,0.960891,0.989455,0.97913,0.984266,0.940535,0.989455,0.97913,0.984266,0.957821,0.947826,0.952797,111.820668
MT3,MSMD,BachJS__BWV827__BWV-827-6.wav,300.003265,2,1,0.942946,0.931352,0.937113,0.97635,0.997925,0.985656,0.991753,0.950138,0.998963,0.98668,0.992784,0.957469,0.945697,0.951546,117.073274
MT3,MSMD,BachJS__BWV829__51title-hub.wav,142.503764,2,9,0.809699,0.937456,0.868906,0.888853,0.84469,0.977967,0.906456,0.864071,0.853284,0.987918,0.915679,0.82566,0.955935,0.886034,126.353323
MT3,MSMD,BachJS__BWV829__52title-hub.wav,181.218685,2,10,0.680608,0.78595,0.729496,0.950941,0.826046,0.953897,0.88538,0.852564,0.831749,0.960483,0.891493,0.762357,0.880351,0.817117,118.693664
MT3,MSMD,BachJS__BWV829__53title-hub.wav,96.002902,2,7,0.785714,0.900356,0.839138,0.953568,0.86646,0.992883,0.925373,0.893144,0.868012,0.994662,0.927032,0.812112,0.930605,0.86733,110.147355
MT3,MSMD,BachJS__BWV829__54title-hub.wav,124.141134,2,9,0.659504,0.788538,0.718272,0.959409,0.821488,0.982213,0.894689,0.859718,0.826446,0.988142,0.90009,0.71405,0.853755,0.777678,117.82001
MT3,MSMD,BachJS__BWV829__55title-hub.wav,78.003084,2,4,0.840782,0.903904,0.871201,0.933165,0.921788,0.990991,0.955137,0.877696,0.924581,0.993994,0.958032,0.865922,0.930931,0.89725,107.636498
MT3,MSMD,BachJS__BWV829__56title-hub.wav,78.548753,2,4,0.731111,0.826633,0.775943,0.96707,0.86,0.972362,0.912736,0.884662,0.864444,0.977387,0.917453,0.766667,0.866834,0.813679,111.131268
MT3,MSMD,BachJS__BWV829__57title-hub.wav,192.002902,2,10,0.7388,0.829497,0.781526,0.957677,0.873197,0.980392,0.923695,0.872834,0.879271,0.987212,0.93012,0.792711,0.890026,0.838554,121.115496
MT3,MSMD,BachJS__BWV830__BWV-830-1.wav,420.00254,2,3,0.952823,0.941809,0.947284,0.950274,0.994758,0.98326,0.988976,0.931662,0.995968,0.984456,0.990178,0.960887,0.949781,0.955302,138.742329
MT3,MSMD,BachJS__BWV830__BWV-830-2.wav,80.002902,2,1,0.9063,0.896166,0.901205,0.932818,0.995153,0.984026,0.989558,0.903183,1.0,0.988818,0.994378,0.917609,0.907348,0.91245,111.453506
MT3,MSMD,BachJS__BWV830__BWV-830-5.wav,130.002721,2,1,0.954774,0.942149,0.948419,0.947679,0.99665,0.983471,0.990017,0.928208,0.998325,0.985124,0.991681,0.966499,0.953719,0.960067,114.902729
MT3,MSMD,BachJS__BWV846__wtk1-fugue1.wav,98.184127,2,1,0.872549,0.855769,0.864078,0.935905,0.990196,0.971154,0.980583,0.883323,0.990196,0.971154,0.980583,0.89916,0.881868,0.89043,111.17305
MT3,MSMD,BachJS__BWV847__bwv847a.wav,79.002993,2,1,0.989927,0.990834,0.99038,0.926686,0.995421,0.996334,0.995877,0.924112,0.998168,0.999083,0.998626,0.990842,0.991751,0.991296,116.167563
MT3,MSMD,BachJS__BWV847__fuga2.wav,97.898231,2,11,0.70418,0.874834,0.780285,0.948063,0.783494,0.973369,0.868171,0.890179,0.795284,0.988016,0.881235,0.756699,0.94008,0.83848,111.850394
MT3,MSMD,BachJS__BWV848__bwv848a.wav,65.004263,2,1,0.94328,0.944444,0.943862,0.920716,0.996301,0.997531,0.996915,0.894112,0.996301,0.997531,0.996915,0.945746,0.946914,0.946329,114.310922
MT3,MSMD,BachJS__BWV849__bwv849a.wav,130.004172,2,1,0.897898,0.88724,0.892537,0.936986,0.998498,0.986647,0.992537,0.89187,1.0,0.988131,0.99403,0.911411,0.900593,0.90597,110.983296
MT3,MSMD,BachJS__BWV849__bwv849b.wav,246.431927,2,1,0.823932,0.743827,0.781833,0.944595,0.983761,0.888117,0.933496,0.861515,0.991453,0.895062,0.940795,0.920513,0.831019,0.873479,122.30205
MT3,MSMD,BachJS__BWV850__bwv850a.wav,140.003265,2,1,0.972028,0.967967,0.969993,0.953076,0.995804,0.991643,0.993719,0.938641,0.997203,0.993036,0.995115,0.977622,0.973538,0.975576,118.353835
MT3,MSMD,BachJS__BWV851__bwv851_fugue06.wav,96.589206,2,1,0.942335,0.937063,0.939691,0.951164,0.995781,0.99021,0.992987,0.926908,0.997187,0.991608,0.99439,0.953586,0.948252,0.950912,111.982712
MT3,MSMD,BachJS__BWV853__bwv853a.wav,180.003991,2,3,0.869632,0.831378,0.850075,0.951963,0.984663,0.941349,0.962519,0.900031,0.98773,0.944282,0.965517,0.897239,0.857771,0.877061,114.876858
MT3,MSMD,BachJS__BWV853__bwv853b.wav,282.164535,2,3,0.9059,0.878349,0.891912,0.965537,0.991038,0.960898,0.975735,0.926223,0.992532,0.962346,0.977206,0.931292,0.902969,0.916912,121.952592
MT3,MSMD,BachJS__BWV855__bwv855b.wav,61.753469,2,1,0.985203,0.985203,0.985203,0.947471,0.996301,0.996301,0.996301,0.941743,0.998767,0.998767,0.998767,0.985203,0.985203,0.985203,114.736622
MT3,MSMD,BachJS__BWV856__BWV856_Fugue11.wav,70.437732,2,1,0.922492,0.908683,0.915535,0.939693,1.0,0.98503,0.992459,0.904247,1.0,0.98503,0.992459,0.931611,0.917665,0.924585,110.298625
MT3,MSMD,BachJS__BWV856__BWV856_Praeludium11.wav,62.310748,2,1,0.970175,0.966783,0.968476,0.92756,0.996491,0.993007,0.994746,0.914118,1.0,0.996503,0.998249,0.977193,0.973776,0.975482,107.266468
MT3,MSMD,BachJS__BWV860__BWV860_Fuga15.wav,227.649887,2,1,0.939053,0.937389,0.938221,0.941774,0.993491,0.991731,0.99261,0.917857,0.995266,0.993503,0.994384,0.953254,0.951565,0.952409,120.825313
MT3,MSMD,BachJS__BWV860__BWV860_Praeludium15.wav,69.093878,2,1,0.964942,0.950658,0.957746,0.947208,0.998331,0.983553,0.990886,0.928975,1.0,0.985197,0.992543,0.96995,0.955592,0.962717,110.466189
MT3,MSMD,BachJS__BWV861__BWV861_Fuga16.wav,120.002177,2,1,0.897987,0.895582,0.896783,0.945121,0.985235,0.982597,0.983914,0.906313,0.990604,0.987952,0.989276,0.908725,0.906292,0.907507,112.152984
MT3,MSMD,BachJS__BWV861__BWV861_Praeludium16.wav,168.89034,2,1,0.903955,0.898876,0.901408,0.956075,0.998117,0.992509,0.995305,0.912448,0.998117,0.992509,0.995305,0.943503,0.938202,0.940845,114.056426
MT3,MSMD,BachJS__BWV862__bach-fugue17.wav,140.003265,2,2,0.895762,0.884615,0.890154,0.949937,0.993127,0.980769,0.98691,0.903789,0.998855,0.986425,0.992601,0.917526,0.906109,0.911781,118.335274
MT3,MSMD,BachJS__BWV862__bach-prelude17.wav,73.337324,2,1,0.96319,0.94864,0.95586,0.937313,0.995399,0.980363,0.987823,0.923875,0.998466,0.983384,0.990868,0.969325,0.954683,0.961948,117.781322
MT3,MSMD,BachJS__BWV865__BWV865_Fuga20.wav,274.739955,2,1,0.921527,0.904461,0.912914,0.947133,0.994425,0.97601,0.985132,0.91533,0.996569,0.978114,0.987256,0.939537,0.922138,0.930756,127.879104
MT3,MSMD,BachJS__BWV865__BWV865_Praeludium20.wav,70.474014,2,1,0.938742,0.932566,0.935644,0.942083,1.0,0.993421,0.9967,0.915467,1.0,0.993421,0.9967,0.950331,0.944079,0.947195,106.464667
