model_name,dataset_name,midi_filename,duration_seconds,reference_midi_instruments,transcription_midi_instruments,precision,recall,f_measure,average_overlap_ratio,precision_no_offset,recall_no_offset,f_measure_no_offset,average_overlap_ratio_no_offset,onset_precision,onset_recall,onset_f_measure,offset_precision,offset_recall,offset_f_measure,runtime
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--1.wav,473.302086,1,1,0.008553,0.057726,0.014898,0.413925,0.02996,0.202212,0.052188,0.217111,0.109034,0.735914,0.189928,0.101711,0.686485,0.177171,2300.121634
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--4.wav,174.302086,1,1,0.040837,0.124458,0.061496,0.381426,0.054246,0.165325,0.081689,0.30509,0.181227,0.552322,0.272908,0.168224,0.512693,0.253327,912.029083
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--2.wav,300.478141,1,1,0.009151,0.019952,0.012547,0.349301,0.023825,0.051944,0.032666,0.193864,0.150047,0.327141,0.205733,0.137267,0.299278,0.18821,1518.467937
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--3.wav,142.059388,1,1,0.041814,0.050449,0.045728,0.393685,0.055989,0.06755,0.061228,0.304692,0.363218,0.438221,0.39721,0.313607,0.378367,0.342957,792.536328
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--4.wav,537.088526,1,1,0.017668,0.038611,0.024242,0.424486,0.03332,0.07282,0.04572,0.274089,0.18055,0.394581,0.247741,0.161488,0.352921,0.221584,2569.817443
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--2.wav,82.35,1,1,0.096044,0.243636,0.137775,0.467823,0.105505,0.267636,0.151347,0.41089,0.297878,0.755636,0.427308,0.2457,0.623273,0.352457,469.679569
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--1.wav,344.121882,1,1,0.023821,0.082094,0.036927,0.414358,0.036856,0.12702,0.057135,0.312969,0.155022,0.53426,0.240314,0.13786,0.475113,0.213709,1704.064791
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--4.wav,127.815624,1,1,0.023667,0.071957,0.035619,0.436154,0.037602,0.114324,0.056591,0.305601,0.214554,0.65232,0.322903,0.179606,0.546066,0.270306,716.468995
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--5.wav,263.880204,1,1,0.047743,0.100972,0.064831,0.344036,0.05682,0.12017,0.077157,0.250766,0.2439,0.515831,0.331199,0.21938,0.463974,0.297903,1371.520957
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--1.wav,358.705215,1,1,0.00209,0.016077,0.003698,0.494626,0.025911,0.199357,0.045861,0.151353,0.08818,0.678457,0.156075,0.079752,0.613612,0.141158,1783.560107
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--2.wav,258.26771,1,1,0.035039,0.184519,0.058894,0.417339,0.058239,0.306695,0.09789,0.319072,0.159304,0.838912,0.267762,0.146989,0.774059,0.247062,1293.089484
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.wav,174.611451,1,1,0.007135,0.035887,0.011903,0.454111,0.04034,0.202899,0.0673,0.225115,0.1486,0.747412,0.247911,0.126784,0.637681,0.211514,942.301472
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_15_R2_2015_wav--3.wav,1059.876032,1,1,0.022543,0.050825,0.031233,0.334137,0.039108,0.08817,0.054183,0.201529,0.200218,0.451395,0.277396,0.187592,0.422931,0.259904,5050.347587
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_03_R2_2015_wav--1.wav,114.946871,1,1,0.007101,0.021622,0.01069,0.40661,0.030473,0.092793,0.04588,0.170651,0.178402,0.543243,0.268597,0.161834,0.492793,0.243653,699.558993
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--1.wav,200.484376,1,1,0.001401,0.010811,0.00248,0.400403,0.004436,0.034234,0.007854,0.172359,0.102732,0.792793,0.181893,0.101097,0.78018,0.179,1168.169806
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_08_R2_2015_wav--2.wav,686.595828,1,1,0.015574,0.041448,0.022641,0.419529,0.037114,0.098777,0.053956,0.254806,0.18229,0.485152,0.265007,0.16421,0.437034,0.238723,3312.321736
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--1.wav,314.668753,1,1,0.000715,0.005277,0.00126,0.441007,0.019945,0.147098,0.035126,0.100222,0.083356,0.614776,0.146806,0.084429,0.622691,0.148697,1532.125583
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--4.wav,105.318753,1,1,0.022851,0.028767,0.02547,0.421385,0.032644,0.041096,0.036386,0.333812,0.282372,0.355479,0.314736,0.268226,0.337671,0.298969,600.041142
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--4.wav,275.69585,1,1,0.004992,0.020166,0.008003,0.469408,0.014682,0.059312,0.023538,0.245029,0.110556,0.446619,0.177239,0.097049,0.392052,0.155584,1382.384101
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_15_R2_2015_wav--2.wav,710.978118,1,1,0.024962,0.066863,0.036353,0.31584,0.043222,0.115771,0.062944,0.188267,0.193547,0.518424,0.281864,0.176838,0.47367,0.257531,3428.156541
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--2.wav,505.615624,1,1,0.036436,0.078111,0.049692,0.414524,0.054899,0.117691,0.074872,0.320764,0.274075,0.587556,0.37379,0.244213,0.523538,0.333063,2430.252406
CREPE_AMT,Maestro 2015,MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--2.wav,624.71771,1,1,0.028599,0.066817,0.040054,0.374084,0.045475,0.106245,0.06369,0.22832,0.209877,0.490341,0.29394,0.186488,0.435697,0.261183,3061.252456
