midi_filename,dataset_name,file_path,total_processing_time,timestamp,pychord_atc_score,pychord_processing_time,pychord_accd_score,pychord_rccd_score,pychord_acc_score,chordino_atc_score,chordino_processing_time,chordino_accd_score,chordino_rccd_score,chordino_acc_score,atc_score_difference,rccd_score_difference
017.mid,pop909,/depot/yunglu/data/transcription/POP909/017/017.mid,9.138181209564209,2025-10-02 17:37:30.107703,0.0,0.4678778648376465,0,0,0,0.23972602,8.669580936431885,7.0,0.23972602,-1.0,0.23972602,0.23972602
889.mid,pop909,/depot/yunglu/data/transcription/POP909/889/889.mid,11.578697204589844,2025-10-02 17:37:30.387469,0.0,0.5216801166534424,0,0,0,0.19858156,11.05645227432251,7.0,0.19858156,-1.0,0.19858156,0.19858156
013.mid,pop909,/depot/yunglu/data/transcription/POP909/013/013.mid,8.24710750579834,2025-10-02 17:37:32.629471,0.0,0.5075311660766602,0,0,0,0.43589744,7.738943099975586,7.0,0.43589744,-1.0,0.43589744,0.43589744
885.mid,pop909,/depot/yunglu/data/transcription/POP909/885/885.mid,9.424501657485962,2025-10-02 17:37:33.111197,0.0,0.8444666862487793,0,0,0,0.4,8.579379320144653,7.0,0.4,-1.0,0.4,0.4
722.mid,pop909,/depot/yunglu/data/transcription/POP909/722/722.mid,10.177460193634033,2025-10-02 17:37:34.989584,0.0,0.5793659687042236,0,0,0,0.29166666,9.597527503967285,7.0,0.29166666,-1.0,0.29166666,0.29166666
426.mid,pop909,/depot/yunglu/data/transcription/POP909/426/426.mid,11.76775336265564,2025-10-02 17:37:36.711971,0.0,0.42257213592529297,0,0,0,0.36649215,11.344736337661743,7.0,0.36649215,-1.0,0.36649215,0.36649215
059.mid,pop909,/depot/yunglu/data/transcription/POP909/059/059.mid,10.196759700775146,2025-10-02 17:37:37.081134,0.0,0.377971887588501,0,0,0,0.3529412,9.817935466766357,7.0,0.3529412,-1.0,0.3529412,0.3529412
422.mid,pop909,/depot/yunglu/data/transcription/POP909/422/422.mid,11.656723737716675,2025-10-02 17:37:41.764864,0.0,0.5486361980438232,0,0,0,0.43933055,11.107464075088501,7.0,0.43933055,-1.0,0.43933055,0.43933055
835.mid,pop909,/depot/yunglu/data/transcription/POP909/835/835.mid,9.587750434875488,2025-10-02 17:37:42.217731,0.0,0.5755593776702881,0,0,0,1.2692307,9.011548042297363,7.0,1.2692307,-1.0,1.2692307,1.2692307
351.mid,pop909,/depot/yunglu/data/transcription/POP909/351/351.mid,14.29374647140503,2025-10-02 17:37:43.014479,0.0,0.8972046375274658,0,0,0,1.6709677,13.395794153213501,7.0,1.6709677,-1.0,1.6709677,1.6709677
468.mid,pop909,/depot/yunglu/data/transcription/POP909/468/468.mid,9.948275089263916,2025-10-02 17:37:43.059870,0.0,0.3664851188659668,0,0,0,0.49122807,9.58120322227478,7.0,0.49122807,-1.0,0.49122807,0.49122807
906.mid,pop909,/depot/yunglu/data/transcription/POP909/906/906.mid,8.719581842422485,2025-10-02 17:37:43.709891,0.0,0.6258981227874756,0,0,0,0.6946565,8.093104362487793,7.0,0.6946565,-1.0,0.6946565,0.6946565
055.mid,pop909,/depot/yunglu/data/transcription/POP909/055/055.mid,13.656760215759277,2025-10-02 17:37:44.044780,0.0,0.41876673698425293,0,0,0,0.5436893,13.236912727355957,7.0,0.5436893,-1.0,0.5436893,0.5436893
760.mid,pop909,/depot/yunglu/data/transcription/POP909/760/760.mid,7.289074182510376,2025-10-02 17:37:44.371314,0.0,0.3492140769958496,0,0,0,1.7375886,6.93903374671936,7.0,1.7375886,-1.0,1.7375886,1.7375886
539.mid,pop909,/depot/yunglu/data/transcription/POP909/539/539.mid,12.415810108184814,2025-10-02 17:37:49.128057,0.0,0.6454212665557861,0,0,0,1.0481284,11.769858360290527,7.0,1.0481284,-1.0,1.0481284,1.0481284
464.mid,pop909,/depot/yunglu/data/transcription/POP909/464/464.mid,9.938064575195312,2025-10-02 17:37:52.953457,0.0,0.6111452579498291,0,0,0,0.0,9.325928688049316,,0.0,,0.0,0.0
831.mid,pop909,/depot/yunglu/data/transcription/POP909/831/831.mid,10.782829999923706,2025-10-02 17:37:53.001421,0.0,0.5882105827331543,0,0,0,0.22222222,10.193902015686035,7.0,0.22222222,-1.0,0.22222222,0.22222222
877.mid,pop909,/depot/yunglu/data/transcription/POP909/877/877.mid,8.986769437789917,2025-10-02 17:37:53.033128,0.0,0.5823588371276855,0,0,0,0.57309943,8.403935194015503,7.0,0.57309943,-1.0,0.57309943,0.57309943
097.mid,pop909,/depot/yunglu/data/transcription/POP909/097/097.mid,10.554373502731323,2025-10-02 17:37:53.614647,0.0,0.6720759868621826,0,0,0,0.84615386,9.881790161132812,7.0,0.84615386,-1.0,0.84615386,0.84615386
005.mid,pop909,/depot/yunglu/data/transcription/POP909/005/005.mid,11.186004161834717,2025-10-02 17:37:55.558509,0.0,0.6258401870727539,0,0,0,0.5675676,10.559576511383057,7.0,0.5675676,-1.0,0.5675676,0.5675676
393.mid,pop909,/depot/yunglu/data/transcription/POP909/393/393.mid,13.962019920349121,2025-10-02 17:37:55.727946,0.0,0.8555002212524414,0,0,0,0.84435797,13.105774879455566,7.0,0.84435797,-1.0,0.84435797,0.84435797
093.mid,pop909,/depot/yunglu/data/transcription/POP909/093/093.mid,8.644722938537598,2025-10-02 17:37:57.773142,0.0,0.39993762969970703,0,0,0,0.28225806,8.244264125823975,7.0,0.28225806,-1.0,0.28225806,0.28225806
168.mid,pop909,/depot/yunglu/data/transcription/POP909/168/168.mid,14.293110847473145,2025-10-02 17:37:58.003383,0.0,0.7224600315093994,0,0,0,1.0687023,13.569657325744629,7.0,1.0687023,-1.0,1.0687023,1.0687023
873.mid,pop909,/depot/yunglu/data/transcription/POP909/873/873.mid,9.577828645706177,2025-10-02 17:38:02.532163,0.0,0.6426126956939697,0,0,0,0.0,8.93427062034607,,0.0,,0.0,0.0
001.mid,pop909,/depot/yunglu/data/transcription/POP909/001/001.mid,9.658895492553711,2025-10-02 17:38:02.692365,0.0,0.5957832336425781,0,0,0,0.1861702,9.062654495239258,7.0,0.1861702,-1.0,0.1861702,0.1861702
577.mid,pop909,/depot/yunglu/data/transcription/POP909/577/577.mid,10.78516960144043,2025-10-02 17:38:03.787633,0.0,0.6322605609893799,0,0,0,0.1891892,10.152286291122437,7.0,0.1891892,-1.0,0.1891892,0.1891892
414.mid,pop909,/depot/yunglu/data/transcription/POP909/414/414.mid,11.819920301437378,2025-10-02 17:38:05.434941,0.0,0.4779045581817627,0,0,0,0.41379312,11.341324090957642,7.0,0.41379312,-1.0,0.41379312,0.41379312
410.mid,pop909,/depot/yunglu/data/transcription/POP909/410/410.mid,10.555589437484741,2025-10-02 17:38:06.284412,0.0,0.4733414649963379,0,0,0,0.15328467,10.0814528465271,7.0,0.15328467,-1.0,0.15328467,0.15328467
118.mid,pop909,/depot/yunglu/data/transcription/POP909/118/118.mid,11.5850830078125,2025-10-02 17:38:07.143951,0.0,0.5487234592437744,0,0,0,0.18834081,11.03572964668274,7.0,0.18834081,-1.0,0.18834081,0.18834081
452.mid,pop909,/depot/yunglu/data/transcription/POP909/452/452.mid,8.428686618804932,2025-10-02 17:38:12.216852,0.0,0.6547660827636719,0,0,0,0.597561,7.773456573486328,7.0,0.597561,-1.0,0.597561,0.597561
043.mid,pop909,/depot/yunglu/data/transcription/POP909/043/043.mid,14.705952882766724,2025-10-02 17:38:12.479376,0.0,0.6134939193725586,0,0,0,1.0617977,14.092017889022827,7.0,1.0617977,-1.0,1.0617977,1.0617977
456.mid,pop909,/depot/yunglu/data/transcription/POP909/456/456.mid,11.866169214248657,2025-10-02 17:38:14.399692,0.0,0.7509081363677979,0,0,0,1.4848485,11.114623308181763,7.0,1.4848485,-1.0,1.4848485,1.4848485
823.mid,pop909,/depot/yunglu/data/transcription/POP909/823/823.mid,16.92673969268799,2025-10-02 17:38:14.930979,0.0,0.45026612281799316,0,0,0,0.9283154,16.475641012191772,7.0,0.9283154,-1.0,0.9283154,0.9283154
527.mid,pop909,/depot/yunglu/data/transcription/POP909/527/527.mid,12.76281452178955,2025-10-02 17:38:15.455670,0.0,0.6172101497650146,0,0,0,0.9479167,12.145119428634644,7.0,0.9479167,-1.0,0.9479167,0.9479167
085.mid,pop909,/depot/yunglu/data/transcription/POP909/085/085.mid,10.911148309707642,2025-10-02 17:38:16.346996,0.0,0.5094099044799805,0,0,0,0.28,10.400174379348755,7.0,0.28,-1.0,0.28,0.28
156.mid,pop909,/depot/yunglu/data/transcription/POP909/156/156.mid,11.881678104400635,2025-10-02 17:38:18.166884,0.0,0.7736291885375977,0,0,0,0.10294118,11.10759449005127,7.0,0.10294118,-1.0,0.10294118,0.10294118
569.mid,pop909,/depot/yunglu/data/transcription/POP909/569/569.mid,7.855990886688232,2025-10-02 17:38:20.073148,0.0,0.5461249351501465,0,0,0,0.0,7.309274196624756,,0.0,,0.0,0.0
865.mid,pop909,/depot/yunglu/data/transcription/POP909/865/865.mid,13.4689359664917,2025-10-02 17:38:20.613663,0.0,0.4576070308685303,0,0,0,0.6475771,13.010681867599487,7.0,0.6475771,-1.0,0.6475771,0.6475771
081.mid,pop909,/depot/yunglu/data/transcription/POP909/081/081.mid,10.169631958007812,2025-10-02 17:38:22.649273,0.0,0.32780027389526367,0,0,0,1.1775701,9.840942144393921,7.0,1.1775701,-1.0,1.1775701,1.1775701
